Campaign,Username,Profile ID,Email Ban,Account Manager(VIP) / Black List,VIP Category,Type,Value,Agent's Gender,Agent,Date of Call,Time of Call,Month of Call,Response,Attitude,Reason,Promo Code Credited,Comments,Feedback,Loyalty,Agent 2nd attempt,Response 2nd attempt,Attitude 2nd attempt,Reason 2nd attempt
Reactivation 60,GeorgeP7,6645218,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,07-Jul-2026,14:00,2026-07,ANSWERED,Negative,C is not interested,CS_ND100-100,-,-,-,-,-,-,-
Reactivation 60,Spikar,2830090,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,07-Jul-2026,14:00,2026-07,ANSWERED,Positive,C will deposit,SB_ND100-100,-,-,-,-,-,-,-
Reactivation 60,SakisWin,1130200,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,07-Jul-2026,14:00,2026-07,ANSWERED,Neutral,C may deposit at some point,SB_ND100-100,-,-,-,-,-,-,-
Reactivation 60,Rallis199710,872486,YES,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,07-Jul-2026,14:00,2026-07,ANSWERED,Positive,C will deposit,CS_ND100-100,-,-,-,-,-,-,-
Reactivation 60,dimdrossos99,1177848,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,07-Jul-2026,14:00,2026-07,ANSWERED,Positive,C will deposit,SB_ND100-100,-,-,-,-,-,-,-
Reactivation 60,xintzios2004,7655014,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,07-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,I. Tsakopoulos,UNANSWERED,-,-
Reactivation 60,aggelos1661,1668455,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,07-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,I. Tsakopoulos,UNANSWERED,-,-
Reactivation 60,jimgal70,593489,NO,NO,NON VIP,No Type,NA,M,T. Karapanagiotidis,07-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,T. Karapanagiotidis,UNANSWERED,-,-
Reactivation 60,Chousein58,2135885,NO,NO,NON VIP,No Type,NA,M,T. Karapanagiotidis,07-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,T. Karapanagiotidis,UNANSWERED,-,-
Reactivation 60,Liko00,5974671,NO,NO,NON VIP,No Type,NA,M,T. Karapanagiotidis,07-Jul-2026,14:00,2026-07,INVALID NUMBER,-,-,-,-,-,-,-,-,-,-
Reactivation 60,Sevasti2021,1800517,NO,NO,NON VIP,No Type,NA,M,T. Karapanagiotidis,07-Jul-2026,14:00,2026-07,ANSWERED,Positive,C will deposit,SB_ND100-100,-,-,-,-,-,-,-
Reactivation 60,KYR7STAM1925,3723848,NO,NO,NON VIP,No Type,NA,M,T. Karapanagiotidis,07-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,T. Karapanagiotidis,UNANSWERED,-,-
Reactivation 60,Fumansou3,1579950,NO,NO,NON VIP,No Type,NA,M,T. Karapanagiotidis,07-Jul-2026,14:00,2026-07,UNANSWERED,-,-,SB_ND100-100,-,-,-,T. Karapanagiotidis,ANSWERED,Positive,C will deposit
Reactivation 60,tantsouk,992025,NO,NO,NON VIP,No Type,NA,M,T. Karapanagiotidis,07-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,T. Karapanagiotidis,UNANSWERED,-,-
Reactivation 60,parisgov,2375222,YES,NO,NON VIP,No Type,NA,M,T. Karapanagiotidis,07-Jul-2026,14:00,2026-07,INVALID NUMBER,-,-,-,-,-,-,-,-,-,-
VIP Day 10 Avg Dep >100,arditveliu,4917609,NO,NO,BRONZE,Casino & Sportsbook,NA,M,K. Kottis,07-Jul-2026,14:00,2026-07,ANSWERED,Negative,C is not interested,CS-VIP500,-,-,-,-,-,-,-
VIP Day 10 Avg Dep >100,Axastoi,3820860,NO,NO,BRONZE,Poker & Casino & SB,NA,M,K. Kottis,07-Jul-2026,14:00,2026-07,ANSWERED,Positive,C will deposit,SBVIP100-300,-,-,-,-,-,-,-
VIP Day 10 Avg Dep >100,ATH777,8459603,NO,NO,BRONZE,Under Review,NA,M,T. Karapanagiotidis,07-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,T. Karapanagiotidis,UNANSWERED,-,-
VIP Day 10 Avg Dep >100,Herno84,5887741,NO,NO,BRONZE,Casino Player,NA,M,T. Karapanagiotidis,07-Jul-2026,14:00,2026-07,ANSWERED,Positive,C will deposit,SBVIP100-300,-,-,-,-,-,-,-
VIP Day 10 Avg Dep <100,Altze1994,950034,NO,NO,BRONZE,Casino Player,NA,M,K. Kottis,07-Jul-2026,14:00,2026-07,UNANSWERED,-,-,CS-VIP300,-,-,-,K. Kottis,ANSWERED,Positive,C will deposit
VIP Day 10 Avg Dep <100,nikbasil01,1748838,NO,NO,BRONZE,Sportsbook,NA,M,K. Kottis,07-Jul-2026,14:00,2026-07,CANNOT CONNECT TO NUMBER,-,-,-,the number is barred for incoming calls,-,-,-,-,-,-
VIP Day 10 Avg Dep <100,sot3121,588416,NO,NO,BRONZE,Casino Player,NA,M,K. Kottis,07-Jul-2026,14:00,2026-07,ANSWERED,Positive,C will deposit,CS-VIP300,-,-,-,-,-,-,-
VIP Day 10 Avg Dep <100,serafim1982,1256770,NO,NO,BRONZE,Casino Player,NA,M,T. Karapanagiotidis,07-Jul-2026,14:00,2026-07,ANSWERED,Positive,C will deposit,CS-VIP300,-,-,-,-,-,-,-
VIP Day 10 Avg Dep <100,mpourpanos,1868561,NO,NO,BRONZE,Casino Player,NA,M,T. Karapanagiotidis,07-Jul-2026,14:00,2026-07,ANSWERED,Negative,C didn't speak,CS-VIP300,-,-,-,-,-,-,-
VIP Day 10 Avg Dep <100,sibelkom1825,3541592,NO,NO,BRONZE,Casino Player,NA,M,T. Karapanagiotidis,07-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,T. Karapanagiotidis,UNANSWERED,-,-
GR Close Accounts,VasilisGeo22,1890169,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,07-Jul-2026,15:00,2026-07,NOT CALLED,-,Closed-Double Account,-,-,-,-,-,-,-,-
GR Close Accounts,GiorgosBit,1906399,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,07-Jul-2026,15:00,2026-07,NOT CALLED,-,Other,-,active,-,-,-,-,-,-
GR Close Accounts,Antonio1232,1921942,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,07-Jul-2026,15:00,2026-07,CANNOT CONNECT TO NUMBER,-,-,-,-,-,-,-,-,-,-
GR Close Accounts,Marinakes89,1922800,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,07-Jul-2026,15:00,2026-07,NOT CALLED,-,Other,-,active,-,-,-,-,-,-
GR Close Accounts,Sycpane,1928451,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,07-Jul-2026,15:00,2026-07,ANSWERED,Positive,C will deposit,-,-,-,-,-,-,-,-
GR Close Accounts,kremudikalo,1939161,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,07-Jul-2026,15:00,2026-07,ANSWERED,Negative,C is not interested,-,-,-,-,-,-,-,-
GR Close Accounts,DPG123,1940147,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,-,-,-,I. Tsakopoulos,UNANSWERED,-,-
GR Close Accounts,NikosGeo63,1955133,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,07-Jul-2026,15:00,2026-07,INVALID NUMBER,-,-,-,-,-,-,-,-,-,-
GR Close Accounts,tzenika,1965000,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,07-Jul-2026,15:00,2026-07,ANSWERED,Negative,C is not interested,-,-,-,-,-,-,-,-
GR Close Accounts,Korinakitten,1972759,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,-,-,-,I. Tsakopoulos,UNANSWERED,-,-
GR Close Accounts,Panatha4,1857147,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,07-Jul-2026,15:00,2026-07,ANSWERED,Negative,C is not interested,-,-,-,-,-,-,-,-
GR Close Accounts,tomogr,1901529,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,07-Jul-2026,15:00,2026-07,ANSWERED,Negative,C does not want calls,-,-,-,-,-,-,-,-
GR Close Accounts,flas70,1921011,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,07-Jul-2026,15:00,2026-07,ANSWERED,Negative,C is not interested,-,-,-,-,-,-,-,-
GR Close Accounts,Cris7pods,2987301,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,07-Jul-2026,15:00,2026-07,INVALID NUMBER,-,-,-,-,-,-,-,-,-,-
GR Close Accounts,Korgious,1981856,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,-,-,-,I. Tsakopoulos,UNANSWERED,-,-
GR Close Accounts,Grakera15,2051162,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,-,-,-,I. Tsakopoulos,UNANSWERED,-,-
GR Close Accounts,Deminio2001,2022727,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,-,-,-,I. Tsakopoulos,ANSWERED,Negative,C is not interested
GR Close Accounts,Xhuljeta,1997388,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,-,-,-,I. Tsakopoulos,UNANSWERED,-,-
GR Close Accounts,mariantonis7,2873107,NO,NO,NON VIP,No Type,NA,M,K. Kottis,07-Jul-2026,15:00,2026-07,ANSWERED,Negative,C has stopped gambling,-,-,-,-,-,-,-,-
GR Close Accounts,leokostas21,2868429,NO,NO,NON VIP,No Type,NA,M,K. Kottis,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,-,-,-,K. Kottis,UNANSWERED,-,-
GR Close Accounts,WalkupTomas,2814990,NO,NO,NON VIP,No Type,NA,M,K. Kottis,07-Jul-2026,15:00,2026-07,ANSWERED,Negative,C has stopped gambling,-,-,-,-,-,-,-,-
GR Close Accounts,seremetisg,2779190,NO,NO,NON VIP,No Type,NA,M,K. Kottis,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,-,-,-,K. Kottis,UNANSWERED,-,-
GR Close Accounts,panagip,2771597,NO,NO,NON VIP,No Type,NA,M,K. Kottis,07-Jul-2026,15:00,2026-07,ANSWERED,Negative,C plays elsewhere,-,-,-,-,-,-,-,-
GR Close Accounts,kefajohn,2769697,NO,NO,NON VIP,No Type,NA,M,K. Kottis,07-Jul-2026,15:00,2026-07,ANSWERED,Negative,C is not interested,-,-,-,-,-,-,-,-
GR Close Accounts,Valanths0510,2044173,NO,NO,NON VIP,No Type,NA,M,T. Karapanagiotidis,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,-,-,-,T. Karapanagiotidis,UNANSWERED,-,-
GR Close Accounts,kstrlos4,2058754,NO,NO,NON VIP,No Type,NA,M,T. Karapanagiotidis,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,Active,-,-,T. Karapanagiotidis,NOT CALLED,-,Other
GR Close Accounts,Petaniroland,2071359,NO,NO,NON VIP,No Type,NA,M,T. Karapanagiotidis,07-Jul-2026,15:00,2026-07,CANNOT CONNECT TO NUMBER,-,-,-,-,-,-,-,-,-,-
GR Close Accounts,katdim1511,2074875,NO,NO,NON VIP,No Type,NA,M,T. Karapanagiotidis,07-Jul-2026,15:00,2026-07,ANSWERED,Callback,-,-,After 17:00 / informed,-,-,T. Karapanagiotidis,ANSWERED,Positive,C will deposit
GR Close Accounts,lenaki1961,2088463,NO,NO,NON VIP,No Type,NA,M,T. Karapanagiotidis,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,-,-,-,T. Karapanagiotidis,UNANSWERED,-,-
GR Close Accounts,PetrosPredas,2149127,NO,NO,NON VIP,No Type,NA,M,T. Karapanagiotidis,07-Jul-2026,15:00,2026-07,ANSWERED,Negative,C is not interested,-,-,-,-,-,-,-,-
GR Close Accounts,Pennybunny,2157743,NO,NO,NON VIP,No Type,NA,M,T. Karapanagiotidis,07-Jul-2026,15:00,2026-07,CANNOT CONNECT TO NUMBER,-,-,-,-,-,-,-,-,-,-
GR Close Accounts,ChrisMantza,2246814,NO,NO,NON VIP,No Type,NA,M,T. Karapanagiotidis,07-Jul-2026,15:00,2026-07,CANNOT CONNECT TO NUMBER,-,-,-,-,-,-,-,-,-,-
GR Close Accounts,Notikos167,2256975,NO,NO,NON VIP,No Type,NA,M,T. Karapanagiotidis,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,-,-,-,T. Karapanagiotidis,UNANSWERED,-,-
GR Close Accounts,lefko2001,2258074,NO,NO,NON VIP,No Type,NA,M,T. Karapanagiotidis,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,-,-,-,T. Karapanagiotidis,ANSWERED,Negative,C has stopped gambling
GR Close Accounts,OLGA26,2264429,NO,NO,NON VIP,No Type,NA,M,T. Karapanagiotidis,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,-,-,-,T. Karapanagiotidis,UNANSWERED,-,-
GR Close Accounts,arisnzy8682,2312875,NO,NO,NON VIP,No Type,NA,M,T. Karapanagiotidis,07-Jul-2026,15:00,2026-07,ANSWERED,Negative,C is not interested,-,-,-,-,-,-,-,-
GR Close Accounts,evi19831985,2559781,NO,NO,NON VIP,No Type,NA,M,T. Karapanagiotidis,07-Jul-2026,15:00,2026-07,ANSWERED,Negative,Account created/operated by 3rd person,-,-,-,-,-,-,-,-
GR Close Accounts,kristasos,2686980,NO,NO,NON VIP,No Type,NA,M,T. Karapanagiotidis,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,-,-,-,T. Karapanagiotidis,UNANSWERED,-,-
GR Close Accounts,ssspyros,2776997,NO,NO,NON VIP,No Type,NA,F,E.Tzelou,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,-,-,-,E.Tzelou,UNANSWERED,-,-
GR Close Accounts,Mi7sos,2791017,NO,NO,NON VIP,No Type,NA,F,E.Tzelou,07-Jul-2026,15:00,2026-07,NOT CALLED,-,Other,-,FRAUDCONCLUSION,-,-,-,-,-,-
GR Close Accounts,kyriakos2869,2863840,NO,NO,NON VIP,No Type,NA,F,E.Tzelou,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,-,-,-,E.Tzelou,ΑNSWERED BY 3RD PERSON,-,-
GR Close Accounts,vokosg,2864605,NO,NO,NON VIP,No Type,NA,F,E.Tzelou,07-Jul-2026,15:00,2026-07,ANSWERED,Positive,C will deposit,-,-,-,-,-,-,-,-
GR Close Accounts,maryko85,2868082,NO,NO,NON VIP,No Type,NA,F,E.Tzelou,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,ACTIVE,-,-,E.Tzelou,NOT CALLED,-,Other
GR Close Accounts,smithakos,2873459,NO,NO,NON VIP,No Type,NA,F,E.Tzelou,07-Jul-2026,15:00,2026-07,NOT CALLED,-,Other,-,ACTIVE,-,-,-,-,-,-
GR Close Accounts,Ionnasg,2885727,NO,NO,NON VIP,No Type,NA,F,E.Tzelou,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,-,-,-,E.Tzelou,UNANSWERED,-,-
GR Close Accounts,kokkorav,3061578,NO,NO,NON VIP,No Type,NA,F,E.Tzelou,07-Jul-2026,15:00,2026-07,ANSWERED,Negative,C is not interested,-,-,-,-,-,-,-,-
GR Close Accounts,Arisanstas,2243744,NO,NO,NON VIP,No Type,NA,F,E.Tzelou,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,-,-,-,E.Tzelou,UNANSWERED,-,-
GR Close Accounts,miaoulis21,2385031,NO,NO,NON VIP,No Type,NA,F,E.Tzelou,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,-,-,-,E.Tzelou,UNANSWERED,-,-
GR Close Accounts,Vaggi73,2613368,NO,NO,NON VIP,No Type,NA,F,E.Tzelou,07-Jul-2026,15:00,2026-07,NOT CALLED,-,Other,-,ACTIVE,-,-,-,-,-,-
GR Close Accounts,Kiltino,2815075,NO,NO,NON VIP,No Type,NA,F,E.Tzelou,07-Jul-2026,15:00,2026-07,ANSWERED,Negative,C is not interested,-,-,-,-,-,-,-,-
GR Close Accounts,Tnskrl8,2867920,NO,NO,NON VIP,No Type,NA,F,E.Tzelou,07-Jul-2026,15:00,2026-07,NOT CALLED,-,Other,-,ACTIVE,-,-,-,-,-,-
GR Close Accounts,Xenia3,5314650,NO,NO,NON VIP,No Type,NA,F,E.Tzelou,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,-,-,-,E.Tzelou,UNANSWERED,-,-
GR Close Accounts,Amazigh83,3354186,NO,NO,NON VIP,No Type,NA,F,E.Tzelou,07-Jul-2026,15:00,2026-07,ANSWERED,Callback,-,-,-,-,-,E.Tzelou,UNANSWERED,-,-
GR Close Accounts,GioNta23,3321778,NO,NO,NON VIP,No Type,NA,F,E.Tzelou,07-Jul-2026,15:00,2026-07,ANSWERED,Callback,-,-,TMR,-,-,-,-,-,-
GR Close Accounts,maralabro,3263446,NO,NO,NON VIP,No Type,NA,F,E.Tzelou,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,-,-,-,E.Tzelou,UNANSWERED,-,-
GR Non Dep,Avgofetas,8723093,NO,NO,NON VIP,No Type,NA,F,E.Vagianni,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,-,-,-,E.Vagianni,UNANSWERED,-,-
GR Non Dep,Sango21,8725120,NO,NO,NON VIP,No Type,NA,F,E.Vagianni,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,-,-,-,E.Vagianni,UNANSWERED,-,-
GR Non Dep,Eispraktoras,8720254,YES,NO,NON VIP,No Type,NA,F,E.Vagianni,07-Jul-2026,15:00,2026-07,ANSWERED,Positive,C will deposit,-,-,-,-,-,-,-,-
GR Non Dep,polanaras,8725144,YES,NO,NON VIP,No Type,NA,F,E.Vagianni,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,-,-,-,E.Vagianni,ANSWERED,Neutral,C may deposit at some time
GR Non Dep,Sarantisz,8720287,NO,NO,NON VIP,No Type,NA,F,E.Vagianni,07-Jul-2026,15:00,2026-07,ΑNSWERED BY 3RD PERSON,-,Inactive - KYC Required to reopen,-,-,-,-,-,-,-,-
GR Non Dep,garoulis,8722337,YES,NO,NON VIP,No Type,NA,F,E.Vagianni,07-Jul-2026,15:00,2026-07,ANSWERED,Positive,C will deposit,-,-,-,-,-,-,-,-
GR Non Dep,ARISTEIDHS67,8725260,NO,NO,NON VIP,No Type,NA,F,E.Vagianni,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,-,-,-,E.Vagianni,UNANSWERED,-,-
GR Non Dep,Roulhsss,8724097,YES,NO,NON VIP,No Type,NA,F,E.Vagianni,07-Jul-2026,15:00,2026-07,ΑNSWERED BY 3RD PERSON,-,Inactive - KYC Required to reopen,-,-,-,-,-,-,-,-
GR Non Dep,mmmarios,8712208,YES,NO,NON VIP,No Type,NA,F,E.Vagianni,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,-,-,-,E.Vagianni,UNANSWERED,-,-
GR Non Dep,kskenteridhs,8714283,NO,NO,NON VIP,No Type,NA,F,E.Vagianni,07-Jul-2026,15:00,2026-07,ANSWERED,Positive,C will deposit,-,-,-,-,-,-,-,-
GR Non Dep,tabakuk,8715238,NO,NO,NON VIP,No Type,NA,F,E.Vagianni,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,-,-,-,E.Vagianni,UNANSWERED,-,-
GR Non Dep,samouelito,8712214,NO,NO,NON VIP,No Type,NA,F,E.Vagianni,07-Jul-2026,15:00,2026-07,ΑNSWERED BY 3RD PERSON,-,Inactive - KYC Required to reopen,-,-,-,-,-,-,-,-
GR Non Dep,Dionaliou72,8716273,YES,NO,NON VIP,No Type,NA,F,E.Vagianni,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,-,-,-,E.Vagianni,ANSWERED,Positive,C will deposit
GR Non Dep,Rossis01,8721247,NO,NO,NON VIP,No Type,NA,F,E.Vagianni,07-Jul-2026,15:00,2026-07,UNANSWERED,-,-,-,-,-,-,E.Vagianni,ANSWERED,Positive,C will deposit
GR Close Accounts,herc1960,620317,NO,NO,NON VIP,No Type,NA,M,K. Kottis,08-Jul-2026,-,2026-07,NOT CALLED,-,Νο register number,-,-,-,-,-,-,-,-
GR Close Accounts,guru13,657319,NO,NO,NON VIP,No Type,NA,M,K. Kottis,08-Jul-2026,-,2026-07,NOT CALLED,-,KYC Not OK,-,-,-,-,-,-,-,-
GR Close Accounts,dimonakos,3331319,NO,NO,NON VIP,No Type,NA,M,K. Kottis,08-Jul-2026,-,2026-07,NOT CALLED,-,Other,-,SELF EXCLUSION - 18/02/2027,-,-,-,-,-,-
GR Close Accounts,aimili1999,3540401,NO,NO,NON VIP,No Type,NA,M,K. Kottis,08-Jul-2026,-,2026-07,NOT CALLED,-,Closed-Double Account,-,-,-,-,-,-,-,-
GR Close Accounts,Patrinos40,3851519,NO,NO,NON VIP,No Type,NA,F,N.Papachristodoulou,08-Jul-2026,-,2026-07,NOT CALLED,-,Other,-,Already Active,-,-,-,-,-,-
GR Close Accounts,mgbhilippa,4109547,NO,NO,NON VIP,No Type,NA,F,N.Papachristodoulou,08-Jul-2026,-,2026-07,NOT CALLED,-,Account created/operated by 3rd person,-,#41484890,-,-,-,-,-,-
GR Close Accounts,Goldenboy92,4341575,NO,NO,NON VIP,No Type,NA,F,N.Papachristodoulou,08-Jul-2026,-,2026-07,NOT CALLED,-,Other Suspension,-,-,-,-,-,-,-,-
GR Close Accounts,dmarinis,796970,NO,NO,NON VIP,No Type,NA,M,T. Karapanagiotidis,08-Jul-2026,-,2026-07,NOT CALLED,-,Other Suspension,-,-,-,-,-,-,-,-
GR Close Accounts,canadas1972,915838,NO,NO,NON VIP,No Type,NA,M,T. Karapanagiotidis,08-Jul-2026,-,2026-07,NOT CALLED,-,Already Active,-,-,-,-,-,-,-,-
GR Close Accounts,Santiliano07,1509710,NO,NO,NON VIP,No Type,NA,M,T. Karapanagiotidis,08-Jul-2026,-,2026-07,NOT CALLED,-,Already Active,-,-,-,-,-,-,-,-
GR Close Accounts,xionati1,1694857,NO,NO,NON VIP,No Type,NA,M,T. Karapanagiotidis,08-Jul-2026,-,2026-07,NOT CALLED,-,Already Active,-,-,-,-,-,-,-,-
GR Close Accounts,panathas1979,1783799,NO,NO,NON VIP,No Type,NA,M,T. Karapanagiotidis,08-Jul-2026,-,2026-07,NOT CALLED,-,Already Active,-,-,-,-,-,-,-,-
GR Close Accounts,Kouikis2,1501857,NO,NO,NON VIP,No Type,NA,M,T. Karapanagiotidis,08-Jul-2026,-,2026-07,NOT CALLED,-,KYC Not OK,-,-,-,-,-,-,-,-
GR Non Dep,Pakos48,8753903,YES,NO,NON VIP,No Type,NA,F,T.Antonopoulou,08-Jul-2026,-,2026-07,NOT CALLED,-,Closed-Double Account,-,-,-,-,-,-,-,-
GR Non Dep,Georgekokkal,8741011,NO,NO,NON VIP,No Type,NA,F,T.Antonopoulou,08-Jul-2026,-,2026-07,NOT CALLED,-,C had already deposited,-,-,-,-,-,-,-,-
GR Non Dep,Smouzo,8752998,YES,NO,NON VIP,No Type,NA,F,T.Antonopoulou,08-Jul-2026,-,2026-07,NOT CALLED,-,C had already deposited,-,-,-,-,-,-,-,-
GR Non Dep,Gkoutsi70,8748911,YES,NO,NON VIP,No Type,NA,F,T.Antonopoulou,08-Jul-2026,-,2026-07,NOT CALLED,-,Closed-Double Account,-,-,-,-,-,-,-,-
GR Non Dep,Skvishi27,8743975,YES,NO,NON VIP,No Type,NA,F,T.Antonopoulou,08-Jul-2026,-,2026-07,NOT CALLED,-,Closed-Double Account,-,-,-,-,-,-,-,-
GR Non Dep,Mohamed1975,8746887,YES,NO,NON VIP,No Type,NA,F,E.Vagianni,08-Jul-2026,-,2026-07,NOT CALLED,-,Closed-Double Account,-,-,-,-,-,-,-,-
GR Non Dep,TopBoyV,8755867,YES,NO,NON VIP,No Type,NA,F,E.Vagianni,08-Jul-2026,-,2026-07,NOT CALLED,-,Fake registered details,-,-,-,-,-,-,-,-
GR Non Dep,Jimakos1321,8744875,NO,NO,NON VIP,No Type,NA,F,E.Vagianni,08-Jul-2026,-,2026-07,ANSWERED,Negative,C is not interested,-,-,-,-,-,-,-,-
GR Non Dep,Alexarw466,8753896,NO,NO,NON VIP,No Type,NA,F,E.Vagianni,08-Jul-2026,-,2026-07,NOT CALLED,-,C had already deposited,-,-,-,-,-,-,-,-
GR Non Dep,tzamalh,8745896,NO,NO,NON VIP,No Type,NA,F,E.Vagianni,08-Jul-2026,-,2026-07,NOT CALLED,-,Closed-Double Account,-,-,-,-,-,-,-,-
GR Non Dep,dneonakh,8746952,YES,NO,NON VIP,No Type,NA,F,E.Vagianni,08-Jul-2026,-,2026-07,ΑNSWERED BY 3RD PERSON,-,Inactive - KYC Required to reopen,-,-,-,-,-,-,-,-
GR Non Dep,ininos1,8747972,NO,NO,NON VIP,No Type,NA,F,E.Vagianni,08-Jul-2026,-,2026-07,NOT CALLED,-,Closed-Double Account,-,-,-,-,-,-,-,-
GR Non Dep,kotskondy,8752941,YES,NO,NON VIP,No Type,NA,F,E.Vagianni,08-Jul-2026,-,2026-07,NOT CALLED,-,Closed,-,. BUSINESS DECISION,-,-,-,-,-,-
GR Non Dep,Annask12,8749939,YES,NO,NON VIP,No Type,NA,M,A.Kytros,08-Jul-2026,-,2026-07,ANSWERED,Positive,C will deposit,-,-,-,-,-,-,-,-
GR Non Dep,Gagarini,8750905,NO,NO,NON VIP,No Type,NA,M,A.Kytros,08-Jul-2026,-,2026-07,NOT CALLED,-,Fake registered details,-,-,-,-,-,-,-,-
GR Non Dep,DIMITRISEl,8753946,YES,NO,NON VIP,No Type,NA,M,A.Kytros,08-Jul-2026,-,2026-07,NOT CALLED,-,C had already deposited,-,-,-,-,-,-,-,-
GR Non Dep,samarakosg,8744897,NO,NO,NON VIP,No Type,NA,M,A.Kytros,08-Jul-2026,-,2026-07,NOT CALLED,-,Closed-Double Account,-,-,-,-,-,-,-,-
GR Non Dep,Arisan,8755891,NO,NO,NON VIP,No Type,NA,-,-,08-Jul-2026,-,2026-07,NOT CALLED,-,Other,-,-,-,-,-,-,-,-
GR Non Dep,akisdafo21,8741923,NO,NO,NON VIP,No Type,NA,-,-,08-Jul-2026,-,2026-07,NOT CALLED,-,Other,-,-,-,-,-,-,-,-
GR Non Dep,Alevkouvas,8740905,NO,NO,NON VIP,No Type,NA,-,-,08-Jul-2026,-,2026-07,NOT CALLED,-,Other,-,-,-,-,-,-,-,-
GR Non Dep,N1kos2626,8740911,NO,NO,NON VIP,No Type,NA,-,-,08-Jul-2026,-,2026-07,NOT CALLED,-,Other,-,-,-,-,-,-,-,-
GR Non Dep,ion2005,8744004,NO,NO,NON VIP,No Type,NA,-,-,08-Jul-2026,-,2026-07,NOT CALLED,-,Other,-,-,-,-,-,-,-,-
GR Non Dep,VDouvlou,8744999,NO,NO,NON VIP,No Type,NA,-,-,08-Jul-2026,-,2026-07,NOT CALLED,-,Other,-,-,-,-,-,-,-,-
